ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
478,20140128,20140209,20140204,21717,1,100,4,SO75097,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41667,41679,41674
217,20140128,20140209,20140204,21717,1,100,4,SO75097,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41667,41679,41674
528,20140128,20140209,20140204,23381,1,100,1,SO75098,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
536,20140128,20140209,20140204,23381,1,100,1,SO75098,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41667,41679,41674
480,20140128,20140209,20140204,23381,1,100,1,SO75098,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41667,41679,41674
478,20140128,20140209,20140204,21163,1,100,4,SO75099,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41667,41679,41674
487,20140128,20140209,20140204,21163,1,100,4,SO75099,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,41667,41679,41674
484,20140128,20140209,20140204,21163,1,100,4,SO75099,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41667,41679,41674
478,20140128,20140209,20140204,13350,1,100,6,SO75100,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41667,41679,41674
477,20140128,20140209,20140204,13350,1,100,6,SO75100,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
473,20140128,20140209,20140204,13350,1,100,6,SO75100,3,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,41667,41679,41674
474,20140128,20140209,20140204,20201,1,100,4,SO75101,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,41667,41679,41674
473,20140128,20140209,20140204,20201,1,100,4,SO75101,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,41667,41679,41674
476,20140128,20140209,20140204,19893,1,100,1,SO75102,1,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,41667,41679,41674
234,20140128,20140209,20140204,19893,1,100,1,SO75102,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41667,41679,41674
477,20140128,20140209,20140204,18529,1,100,5,SO75103,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
217,20140128,20140209,20140204,18529,1,100,5,SO75103,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41667,41679,41674
477,20140128,20140209,20140204,17151,1,100,1,SO75104,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
484,20140128,20140209,20140204,17151,1,100,1,SO75104,2,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41667,41679,41674
528,20140128,20140209,20140204,15160,1,100,4,SO75105,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
214,20140128,20140209,20140204,15160,1,100,4,SO75105,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41667,41679,41674
225,20140128,20140209,20140204,15160,1,100,4,SO75105,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41667,41679,41674
234,20140128,20140209,20140204,15160,1,100,4,SO75105,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41667,41679,41674
528,20140128,20140209,20140204,14474,1,100,4,SO75106,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
480,20140128,20140209,20140204,14474,1,100,4,SO75106,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41667,41679,41674
485,20140128,20140209,20140204,14029,1,100,1,SO75107,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41667,41679,41674
217,20140128,20140209,20140204,14029,1,100,1,SO75107,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41667,41679,41674
528,20140128,20140209,20140204,21347,1,100,6,SO75108,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
485,20140128,20140209,20140204,14114,1,100,4,SO75109,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41667,41679,41674
471,20140128,20140209,20140204,14114,1,100,4,SO75109,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,41667,41679,41674
485,20140128,20140209,20140204,13753,1,100,4,SO75110,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41667,41679,41674
487,20140128,20140209,20140204,13753,1,100,4,SO75110,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,41667,41679,41674
484,20140128,20140209,20140204,13753,1,100,4,SO75110,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41667,41679,41674
528,20140128,20140209,20140204,19072,1,100,10,SO75111,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
217,20140128,20140209,20140204,19072,1,100,10,SO75111,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41667,41679,41674
225,20140128,20140209,20140204,19072,1,100,10,SO75111,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41667,41679,41674
536,20140128,20140209,20140204,21523,1,100,8,SO75112,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41667,41679,41674
481,20140128,20140209,20140204,21523,1,100,8,SO75112,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41667,41679,41674
535,20140128,20140209,20140204,21524,1,100,10,SO75113,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41667,41679,41674
528,20140128,20140209,20140204,21524,1,100,10,SO75113,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
222,20140128,20140209,20140204,21524,1,100,10,SO75113,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41667,41679,41674
231,20140128,20140209,20140204,21524,1,100,10,SO75113,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41667,41679,41674
538,20140128,20140209,20140204,24704,1,100,8,SO75114,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41667,41679,41674
538,20140128,20140209,20140204,26832,1,100,8,SO75115,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41667,41679,41674
529,20140128,20140209,20140204,26832,1,100,8,SO75115,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41667,41679,41674
487,20140128,20140209,20140204,26832,1,100,8,SO75115,3,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,41667,41679,41674
530,20140128,20140209,20140204,16402,1,100,10,SO75116,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
530,20140128,20140209,20140204,18178,1,100,10,SO75117,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
467,20140128,20140209,20140204,18178,1,100,10,SO75117,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,41667,41679,41674
530,20140128,20140209,20140204,13671,1,100,8,SO75118,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
480,20140128,20140209,20140204,13671,1,100,8,SO75118,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41667,41679,41674
484,20140128,20140209,20140204,13671,1,100,8,SO75118,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41667,41679,41674
483,20140128,20140209,20140204,13671,1,100,8,SO75118,4,1,1,120.0,120.0,0,0,44.88,44.88,120.0,9.6,3.0,,,41667,41679,41674
528,20140128,20140209,20140204,11981,1,100,1,SO75119,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
537,20140128,20140209,20140204,11981,1,100,1,SO75119,2,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,41667,41679,41674
480,20140128,20140209,20140204,11981,1,100,1,SO75119,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41667,41679,41674
485,20140128,20140209,20140204,18749,1,100,6,SO75120,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41667,41679,41674
491,20140128,20140209,20140204,18749,1,100,6,SO75120,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,41667,41679,41674
225,20140128,20140209,20140204,18749,1,100,6,SO75120,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41667,41679,41674
528,20140128,20140209,20140204,15251,1,100,6,SO75121,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41667,41679,41674
537,20140128,20140209,20140204,15251,1,100,6,SO75121,2,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,41667,41679,41674
214,20140128,20140209,20140204,15251,1,100,6,SO75121,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41667,41679,41674
485,20140128,20140209,20140204,15868,1,100,6,SO75122,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41667,41679,41674
225,20140128,20140209,20140204,15868,1,100,6,SO75122,2,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41667,41679,41674
485,20140128,20140209,20140204,18759,1,100,6,SO75123,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41667,41679,41674
486,20140128,20140209,20140204,18759,1,100,6,SO75123,2,1,1,159.0,159.0,0,0,59.466,59.466,159.0,12.72,3.975,,,41667,41679,41674
225,20140128,20140209,20140204,18759,1,100,6,SO75123,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41667,41679,41674
539,20140127,20140208,20140203,17283,1,100,9,SO75061,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41666,41678,41673
529,20140127,20140208,20140203,17283,1,100,9,SO75061,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41666,41678,41673
222,20140127,20140208,20140203,17283,1,100,9,SO75061,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41666,41678,41673
467,20140127,20140208,20140203,17283,1,100,9,SO75061,4,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,41666,41678,41673
538,20140127,20140208,20140203,24374,1,100,9,SO75062,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41666,41678,41673
538,20140127,20140208,20140203,18732,1,100,9,SO75063,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41666,41678,41673
529,20140127,20140208,20140203,18732,1,100,9,SO75063,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41666,41678,41673
217,20140127,20140208,20140203,18732,1,100,9,SO75063,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41666,41678,41673
489,20140127,20140208,20140203,18732,1,100,9,SO75063,4,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,41666,41678,41673
529,20140127,20140208,20140203,12351,1,100,9,SO75064,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41666,41678,41673
482,20140127,20140208,20140203,12351,1,100,9,SO75064,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41666,41678,41673
487,20140127,20140208,20140203,12351,1,100,9,SO75064,3,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,41666,41678,41673
540,20140127,20140208,20140203,16640,1,100,9,SO75065,1,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,41666,41678,41673
529,20140127,20140208,20140203,29216,1,100,1,SO75066,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41666,41678,41673
539,20140127,20140208,20140203,29216,1,100,1,SO75066,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41666,41678,41673
471,20140127,20140208,20140203,29216,1,100,1,SO75066,3,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,41666,41678,41673
538,20140127,20140208,20140203,27392,1,100,4,SO75067,1,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41666,41678,41673
480,20140127,20140208,20140203,27392,1,100,4,SO75067,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41666,41678,41673
529,20140127,20140208,20140203,27640,1,100,4,SO75068,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41666,41678,41673
538,20140127,20140208,20140203,27640,1,100,4,SO75068,2,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41666,41678,41673
222,20140127,20140208,20140203,27640,1,100,4,SO75068,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41666,41678,41673
530,20140127,20140208,20140203,11502,1,100,6,SO75069,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41666,41678,41673
217,20140127,20140208,20140203,11502,1,100,6,SO75069,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41666,41678,41673
231,20140127,20140208,20140203,11502,1,100,6,SO75069,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41666,41678,41673
225,20140127,20140208,20140203,11502,1,100,6,SO75069,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41666,41678,41673
535,20140127,20140208,20140203,11176,1,100,6,SO75070,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41666,41678,41673
528,20140127,20140208,20140203,25858,1,100,1,SO75071,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41666,41678,41673
535,20140127,20140208,20140203,25858,1,100,1,SO75071,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41666,41678,41673
480,20140127,20140208,20140203,25858,1,100,1,SO75071,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41666,41678,41673
529,20140127,20140208,20140203,24775,1,100,4,SO75072,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41666,41678,41673
540,20140127,20140208,20140203,24775,1,100,4,SO75072,2,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,41666,41678,41673
535,20140127,20140208,20140203,11875,1,100,6,SO75073,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41666,41678,41673
480,20140127,20140208,20140203,11875,1,100,6,SO75073,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41666,41678,41673
529,20140127,20140208,20140203,24672,1,100,1,SO75074,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41666,41678,41673
540,20140127,20140208,20140203,24672,1,100,1,SO75074,2,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,41666,41678,41673
222,20140127,20140208,20140203,24672,1,100,1,SO75074,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41666,41678,41673
536,20140127,20140208,20140203,13175,1,100,6,SO75075,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41666,41678,41673
528,20140127,20140208,20140203,13175,1,100,6,SO75075,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41666,41678,41673
222,20140127,20140208,20140203,13175,1,100,6,SO75075,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41666,41678,41673
231,20140127,20140208,20140203,13175,1,100,6,SO75075,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41666,41678,41673
478,20140127,20140208,20140203,23273,1,100,1,SO75076,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41666,41678,41673
467,20140127,20140208,20140203,23273,1,100,1,SO75076,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,41666,41678,41673
477,20140127,20140208,20140203,23273,1,100,1,SO75076,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41666,41678,41673
478,20140127,20140208,20140203,16370,1,100,6,SO75077,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41666,41678,41673
477,20140127,20140208,20140203,16370,1,100,6,SO75077,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41666,41678,41673
487,20140127,20140208,20140203,16370,1,100,6,SO75077,3,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,41666,41678,41673
484,20140127,20140208,20140203,16370,1,100,6,SO75077,4,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41666,41678,41673
478,20140127,20140208,20140203,22341,1,100,1,SO75078,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41666,41678,41673
477,20140127,20140208,20140203,22341,1,100,1,SO75078,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41666,41678,41673
237,20140127,20140208,20140203,22341,1,100,1,SO75078,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41666,41678,41673
225,20140127,20140208,20140203,22341,1,100,1,SO75078,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41666,41678,41673
477,20140127,20140208,20140203,12939,1,100,6,SO75079,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41666,41678,41673
472,20140127,20140208,20140203,12939,1,100,6,SO75079,2,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,41666,41678,41673
472,20140127,20140208,20140203,18805,1,100,1,SO75080,1,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,41666,41678,41673
476,20140127,20140208,20140203,18805,1,100,1,SO75080,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,41666,41678,41673
485,20140127,20140208,20140203,13929,1,100,1,SO75081,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41666,41678,41673
487,20140127,20140208,20140203,13929,1,100,1,SO75081,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,41666,41678,41673
529,20140127,20140208,20140203,26361,1,100,10,SO75082,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41666,41678,41673
228,20140127,20140208,20140203,26361,1,100,10,SO75082,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41666,41678,41673
528,20140127,20140208,20140203,13423,1,100,6,SO75083,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41666,41678,41673
537,20140127,20140208,20140203,13423,1,100,6,SO75083,2,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,41666,41678,41673
535,20140126,20140207,20140202,12038,1,100,9,SO75030,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41665,41677,41672
477,20140126,20140207,20140202,24306,1,100,9,SO75031,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41665,41677,41672
480,20140126,20140207,20140202,24306,1,100,9,SO75031,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41665,41677,41672
528,20140126,20140207,20140202,25817,1,100,9,SO75032,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41665,41677,41672
480,20140126,20140207,20140202,25817,1,100,9,SO75032,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41665,41677,41672
529,20140126,20140207,20140202,16175,1,100,9,SO75033,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41665,41677,41672
214,20140126,20140207,20140202,16175,1,100,9,SO75033,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41665,41677,41672
484,20140126,20140207,20140202,11118,1,100,9,SO75034,1,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41665,41677,41672
225,20140126,20140207,20140202,15263,1,100,9,SO75035,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41665,41677,41672
225,20140126,20140207,20140202,11711,1,100,6,SO75036,1,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41665,41677,41672
489,20140126,20140207,20140202,11711,1,100,6,SO75036,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,41665,41677,41672
